artist_name,danceability,energy,acousticness,valence
Shreya Ghoshal,0.5264,0.4667,0.8275,0.6672
A.R. Rahman,0.6717,0.5743,0.6066,0.6651
Pritam,0.7319,0.804,0.0013,0.7784
Pritam,0.7709,0.7577,0.074,0.6257
Yo Yo Honey Singh,0.8417,0.7685,0.0573,0.5575
Pritam,0.785,0.6954,0.0749,0.5431
Shreya Ghoshal,0.5676,0.4169,0.6936,0.6383
Shreya Ghoshal,0.5009,0.3628,0.7756,0.598
Shankar-Ehsaan-Loy,0.7075,0.7158,0.1341,0.594
Shankar-Ehsaan-Loy,0.6323,0.7954,0.0442,0.7538
AP Dhillon,0.5729,0.4526,0.0814,0.3081
Shreya Ghoshal,0.4803,0.4293,0.8495,0.4893
A.R. Rahman,0.5889,0.5265,0.4266,0.5764
Nucleya,0.7397,0.9561,0.025,0.5434
Yo Yo Honey Singh,0.8683,0.7631,0.0537,0.7645
Badshah,0.8986,0.8278,0.0254,0.9176
Shankar-Ehsaan-Loy,0.647,0.8062,0.1654,0.7718
A.R. Rahman,0.5075,0.6365,0.4233,0.5444
Arijit Singh,0.3744,0.3367,0.763,0.333
A.R. Rahman,0.4923,0.5513,0.4177,0.5155
Yo Yo Honey Singh,0.841,0.7902,0.0459,0.82
Shankar-Ehsaan-Loy,0.6142,0.8122,0.0762,0.743
AP Dhillon,0.6418,0.4367,0.0426,0.2681
Arijit Singh,0.4088,0.3687,0.9355,0.3584
A.R. Rahman,0.5787,0.5311,0.5723,0.6558
Nucleya,0.5836,0.9358,0.0407,0.4317
A.R. Rahman,0.5003,0.4993,0.4426,0.5753
Jubin Nautiyal,0.434,0.351,0.5179,0.3694
Jubin Nautiyal,0.4438,0.2659,0.6497,0.3654
A.R. Rahman,0.5993,0.6631,0.4667,0.7128
AP Dhillon,0.5871,0.5365,0.1361,0.2618
AP Dhillon,0.5923,0.4798,0.1909,0.0759
AP Dhillon,0.6405,0.4064,0.0994,0.2592
Arijit Singh,0.3688,0.3928,0.7531,0.2749
Pritam,0.7411,0.8841,0.0929,0.5107
Yo Yo Honey Singh,0.7424,0.8055,0.0477,0.6494
AP Dhillon,0.5935,0.5254,0.1356,0.1177
AP Dhillon,0.5999,0.4039,0.1361,0.2457
A.R. Rahman,0.5434,0.6336,0.3909,0.7024
Pritam,0.693,0.8016,0.0596,0.6677
Nucleya,0.6996,0.8866,0.0465,0.6662
Arijit Singh,0.3294,0.3689,0.6564,0.1811
Shankar-Ehsaan-Loy,0.6009,0.7619,0.0968,0.6395
Yo Yo Honey Singh,0.7378,0.8225,0.0258,0.6877
Jubin Nautiyal,0.4647,0.343,0.5415,0.353
Badshah,0.8964,0.8327,0.0358,0.8228
Nucleya,0.7181,0.9153,0.0254,0.5196
Shreya Ghoshal,0.4626,0.4317,0.7555,0.4576
Shankar-Ehsaan-Loy,0.6307,0.788,0.1009,0.5816
Shankar-Ehsaan-Loy,0.6482,0.7221,0.1018,0.5578
AP Dhillon,0.6707,0.4904,0.094,0.2261
Yo Yo Honey Singh,0.8136,0.7971,0.051,0.6396
Jubin Nautiyal,0.4063,0.3439,0.5215,0.5502
Pritam,0.7582,0.813,0.1127,0.5476
Badshah,0.8932,0.8147,0.0658,0.8018
Jubin Nautiyal,0.3403,0.3487,0.6659,0.3153
Arijit Singh,0.3665,0.2913,0.6889,0.3064
Shankar-Ehsaan-Loy,0.6927,0.6197,0.0997,0.6911
Pritam,0.7866,0.7874,0.1154,0.7641
Shreya Ghoshal,0.5251,0.5041,0.839,0.4448
Arijit Singh,0.3979,0.3836,0.7958,0.3538
Badshah,0.8575,0.8136,0.0797,0.8263
A.R. Rahman,0.4438,0.66,0.4267,0.5096
AP Dhillon,0.7254,0.5402,0.19,0.1561
Pritam,0.7486,0.7729,0.0841,0.651
Shankar-Ehsaan-Loy,0.7313,0.861,0.1337,0.7614
Shankar-Ehsaan-Loy,0.7031,0.7405,0.0743,0.7966
Shreya Ghoshal,0.5579,0.5169,0.7259,0.5085
AP Dhillon,0.6262,0.5375,0.0102,0.2387
A.R. Rahman,0.5359,0.5995,0.5079,0.6535
Jubin Nautiyal,0.471,0.4329,0.5815,0.349
Shreya Ghoshal,0.4507,0.4873,0.8,0.5493
Jubin Nautiyal,0.4467,0.3224,0.6296,0.467
Arijit Singh,0.3844,0.3321,0.7264,0.1409
A.R. Rahman,0.5265,0.6274,0.5843,0.6683
Arijit Singh,0.3914,0.4284,0.6075,0.2929
AP Dhillon,0.549,0.4709,0.1217,0.2578
Yo Yo Honey Singh,0.8657,0.7526,0.0612,0.694
AP Dhillon,0.7357,0.5,0.0609,0.2815
Nucleya,0.6664,0.936,0.0529,0.3589
Shreya Ghoshal,0.5041,0.4712,0.8291,0.4908
AP Dhillon,0.5628,0.4725,0.1289,0.336
Shreya Ghoshal,0.4938,0.3214,0.7894,0.6663
A.R. Rahman,0.5817,0.5214,0.4647,0.6357
Nucleya,0.6898,0.9798,0.0169,0.5315
Shankar-Ehsaan-Loy,0.6896,0.7465,0.143,0.6947
Shankar-Ehsaan-Loy,0.6892,0.633,0.018,0.7317
Jubin Nautiyal,0.4793,0.3513,0.5123,0.3967
Badshah,0.8405,0.7825,0.0739,0.8558
Shankar-Ehsaan-Loy,0.6995,0.7458,0.0525,0.754
A.R. Rahman,0.6166,0.5183,0.4979,0.5786
Yo Yo Honey Singh,0.7971,0.8413,0.0187,0.7169
Shreya Ghoshal,0.3719,0.6083,0.8634,0.5656
Arijit Singh,0.3855,0.3935,0.7537,0.2957
AP Dhillon,0.7265,0.558,0.1745,0.2176
AP Dhillon,0.7495,0.4418,0.0925,0.2397
Pritam,0.8086,0.7793,0.062,0.4909
A.R. Rahman,0.5899,0.6775,0.4335,0.551
A.R. Rahman,0.579,0.6371,0.4635,0.6447
Badshah,0.8358,0.8599,0.0707,0.8521
Shreya Ghoshal,0.5408,0.3511,0.84,0.5824
Nucleya,0.7379,0.9482,0.0485,0.4666
Arijit Singh,0.3981,0.3113,0.7453,0.3877
Arijit Singh,0.3824,0.3001,0.7389,0.2765
Pritam,0.8021,0.7812,0.1205,0.4941
Pritam,0.8437,0.7505,0.0325,0.6572
Nucleya,0.8519,0.8839,0.0582,0.4717
AP Dhillon,0.6554,0.5028,0.0482,0.1579
AP Dhillon,0.7413,0.5157,0.1027,0.1372
Nucleya,0.6076,0.8846,0.0015,0.5436
Arijit Singh,0.3512,0.3573,0.8992,0.2733
Shankar-Ehsaan-Loy,0.5997,0.7716,0.0785,0.7259
AP Dhillon,0.7509,0.5903,0.1001,0.1728
Nucleya,0.7159,0.9541,0.0251,0.5227
Yo Yo Honey Singh,0.7673,0.6975,0.0475,0.8073
A.R. Rahman,0.4428,0.6411,0.5058,0.595
Arijit Singh,0.3954,0.2474,0.6256,0.332
Jubin Nautiyal,0.4424,0.332,0.5309,0.3536
Shreya Ghoshal,0.5572,0.4508,0.8435,0.5861
Yo Yo Honey Singh,0.8093,0.7978,0.0254,0.7087
Yo Yo Honey Singh,0.8464,0.7115,0.0284,0.7045
Nucleya,0.7244,0.9872,0.0334,0.6534
Nucleya,0.6465,0.9016,0.0403,0.4696
Shreya Ghoshal,0.5854,0.4756,0.8579,0.6365
Nucleya,0.5469,1.0,0.045,0.4772
Shankar-Ehsaan-Loy,0.6241,0.692,0.0973,0.7055
Shreya Ghoshal,0.4936,0.4469,0.7057,0.4711
Arijit Singh,0.3828,0.4157,0.6015,0.3871
Pritam,0.7096,0.6757,0.0358,0.5038
Shankar-Ehsaan-Loy,0.6767,0.7675,0.0324,0.6115
Arijit Singh,0.4206,0.4314,0.715,0.3502
Badshah,0.8406,0.8382,0.0597,0.8542
Shankar-Ehsaan-Loy,0.7505,0.7863,0.1203,0.6499
Nucleya,0.6885,0.939,0.0417,0.3676
Shreya Ghoshal,0.3673,0.512,0.7146,0.5313
Badshah,0.8537,0.8033,0.0618,0.7418
A.R. Rahman,0.5638,0.6249,0.596,0.6857
Yo Yo Honey Singh,0.8614,0.7395,0.0488,0.6378
Shankar-Ehsaan-Loy,0.6382,0.6296,0.0845,0.6586
Yo Yo Honey Singh,0.8553,0.81,0.0451,0.6993
Badshah,0.9471,0.8478,0.0571,0.8682
AP Dhillon,0.7043,0.5266,0.0716,0.2283
Nucleya,0.6756,0.8884,0.0402,0.4677
Jubin Nautiyal,0.5207,0.3527,0.5629,0.4675
A.R. Rahman,0.6125,0.7464,0.4272,0.657
Yo Yo Honey Singh,0.8533,0.7871,0.0654,0.7495
Jubin Nautiyal,0.4584,0.3103,0.582,0.4895
Arijit Singh,0.3719,0.3742,0.852,0.2922
Yo Yo Honey Singh,0.8171,0.8622,0.0244,0.6809
Shreya Ghoshal,0.5114,0.4801,0.6378,0.5975
Nucleya,0.6245,0.902,0.0307,0.5955
Pritam,0.7514,0.8119,0.0781,0.4984
Jubin Nautiyal,0.4704,0.3393,0.5487,0.4136
Arijit Singh,0.4061,0.3678,0.7375,0.3043
A.R. Rahman,0.568,0.5007,0.4867,0.5876
Shankar-Ehsaan-Loy,0.6767,0.7194,0.0661,0.6391
Pritam,0.7223,0.7991,0.1137,0.478
Shreya Ghoshal,0.4663,0.4074,0.699,0.4936
Yo Yo Honey Singh,0.8825,0.7685,0.0394,0.722
Nucleya,0.6107,0.949,0.0453,0.6522
A.R. Rahman,0.577,0.5836,0.6004,0.7258
Nucleya,0.6564,0.8436,0.0347,0.6578
A.R. Rahman,0.3655,0.6003,0.4862,0.6739
Yo Yo Honey Singh,0.9265,0.7503,0.0176,0.6747
Pritam,0.6978,0.7916,0.0618,0.529
Shankar-Ehsaan-Loy,0.6832,0.8003,0.0728,0.476
Badshah,0.8578,0.8031,0.0601,0.7461
Badshah,0.8814,0.8109,0.0808,0.7567
Yo Yo Honey Singh,0.6811,0.8096,0.0473,0.7177
Pritam,0.7435,0.7545,0.0845,0.654
Nucleya,0.7318,0.9194,0.0005,0.4487
AP Dhillon,0.6411,0.5298,0.1311,0.3395
Yo Yo Honey Singh,0.7098,0.8166,0.0473,0.6792
Arijit Singh,0.3632,0.4501,0.7018,0.1748
AP Dhillon,0.5898,0.582,0.0612,0.2841
Shankar-Ehsaan-Loy,0.7563,0.7329,0.1055,0.604
AP Dhillon,0.5363,0.6052,0.1035,0.2352
Yo Yo Honey Singh,0.775,0.8599,0.0238,0.7066
AP Dhillon,0.66,0.4626,0.181,0.1886
AP Dhillon,0.6567,0.4422,0.1275,0.2755
Arijit Singh,0.2911,0.4398,0.7658,0.2761
Nucleya,0.6665,0.9318,0.0244,0.475
Yo Yo Honey Singh,0.8317,0.7806,0.0013,0.711
Shreya Ghoshal,0.5235,0.3895,0.7985,0.4262
Shankar-Ehsaan-Loy,0.5976,0.8667,0.0272,0.6382
Pritam,0.7388,0.7573,0.0261,0.5769
Yo Yo Honey Singh,0.8074,0.766,0.0523,0.7506
Arijit Singh,0.3033,0.4267,0.7433,0.2276
Badshah,0.8107,0.8126,0.0691,0.9249
Badshah,0.8879,0.8066,0.0662,0.7549
Shreya Ghoshal,0.3708,0.4858,0.7713,0.4896
Yo Yo Honey Singh,0.7314,0.859,0.0546,0.7953
Shankar-Ehsaan-Loy,0.7085,0.7149,0.07,0.6645
Arijit Singh,0.4277,0.3891,0.6979,0.3331
Arijit Singh,0.4007,0.4626,0.6658,0.1929
Shreya Ghoshal,0.553,0.4153,0.7892,0.7735
Nucleya,0.7216,0.9667,0.0389,0.4837
Jubin Nautiyal,0.419,0.3159,0.4859,0.3357
Nucleya,0.5508,0.9188,0.0244,0.3857
Shankar-Ehsaan-Loy,0.7129,0.7501,0.1158,0.613
Nucleya,0.588,0.8749,0.0397,0.5698
Arijit Singh,0.3793,0.2865,0.7776,0.1945
Shankar-Ehsaan-Loy,0.7477,0.7769,0.1385,0.6634
Nucleya,0.8433,0.9538,0.041,0.5394
Shankar-Ehsaan-Loy,0.5495,0.8035,0.0764,0.7289
Shreya Ghoshal,0.4051,0.4737,0.771,0.5603
Jubin Nautiyal,0.5438,0.2955,0.7015,0.4139
Pritam,0.7221,0.7311,0.0718,0.6864
AP Dhillon,0.6343,0.4095,0.0852,0.1857
Yo Yo Honey Singh,0.8124,0.7995,0.0576,0.7488
AP Dhillon,0.6602,0.3255,0.0717,0.364
Badshah,0.9423,0.7825,0.0497,0.8137
Nucleya,0.5885,0.8738,0.0386,0.5211
A.R. Rahman,0.5155,0.7155,0.3595,0.6651
Jubin Nautiyal,0.4739,0.3056,0.731,0.3576
Yo Yo Honey Singh,0.7812,0.7348,0.0488,0.634
Jubin Nautiyal,0.5138,0.399,0.5362,0.4277
Yo Yo Honey Singh,0.7525,0.8348,0.0297,0.6586
Pritam,0.8409,0.8008,0.0435,0.6954
Badshah,0.9156,0.7858,0.0561,0.7679
Arijit Singh,0.4178,0.2947,0.7809,0.3749
Shreya Ghoshal,0.4716,0.4191,0.8328,0.5504
A.R. Rahman,0.479,0.6069,0.386,0.6204
Nucleya,0.6988,0.8606,0.0361,0.6077
Nucleya,0.5909,0.838,0.0426,0.5493
Shreya Ghoshal,0.6083,0.4085,0.8432,0.4595
Yo Yo Honey Singh,0.8877,0.7817,0.0232,0.7612
AP Dhillon,0.6469,0.3507,0.1706,0.2389
Shreya Ghoshal,0.4457,0.3808,0.7643,0.6462
Nucleya,0.7219,0.8948,0.0288,0.5012
Shankar-Ehsaan-Loy,0.5978,0.7899,0.0682,0.6135
Arijit Singh,0.3891,0.3649,0.6878,0.2205
Yo Yo Honey Singh,0.7018,0.7259,0.04,0.6874
Nucleya,0.6652,0.9333,0.043,0.5534
Shreya Ghoshal,0.5194,0.4049,0.7825,0.4406
AP Dhillon,0.607,0.4913,0.1001,0.1671
Nucleya,0.632,0.9,0.0474,0.6924
A.R. Rahman,0.5633,0.6753,0.3774,0.6318
Pritam,0.7244,0.7608,0.0677,0.6715
Shreya Ghoshal,0.4284,0.4751,0.86,0.5031
Pritam,0.772,0.8167,0.0232,0.6218
Arijit Singh,0.4059,0.3065,0.7331,0.2271
Shankar-Ehsaan-Loy,0.6324,0.6852,0.0755,0.6937
Pritam,0.6756,0.724,0.1001,0.6423
A.R. Rahman,0.5484,0.5861,0.478,0.5704
Arijit Singh,0.3963,0.3369,0.7781,0.1252
A.R. Rahman,0.589,0.4932,0.4989,0.4762
Badshah,0.9036,0.8172,0.0609,0.8678
AP Dhillon,0.6142,0.4765,0.168,0.2824
Arijit Singh,0.3765,0.2503,0.7501,0.2945
Yo Yo Honey Singh,0.877,0.8628,0.0263,0.7692
AP Dhillon,0.6238,0.4133,0.2248,0.3616
Jubin Nautiyal,0.5602,0.3271,0.5941,0.4735
Jubin Nautiyal,0.4452,0.3269,0.5272,0.3804
Nucleya,0.6424,0.8809,0.0312,0.4665
Shreya Ghoshal,0.489,0.5025,0.7612,0.4941
Arijit Singh,0.4644,0.4029,0.7194,0.3836
Pritam,0.8062,0.7275,0.1061,0.517
Jubin Nautiyal,0.5028,0.2853,0.5669,0.3692
Badshah,0.8231,0.8174,0.0649,0.7965
AP Dhillon,0.6724,0.483,0.0687,0.3361
Jubin Nautiyal,0.4398,0.2721,0.6852,0.4614
Badshah,0.8828,0.8267,0.0496,0.8627
Yo Yo Honey Singh,0.8436,0.8366,0.0338,0.7443
Nucleya,0.6983,0.8907,0.021,0.449
Yo Yo Honey Singh,0.7914,0.7782,0.0488,0.675
Nucleya,0.7391,0.8566,0.0318,0.5361
Shankar-Ehsaan-Loy,0.7465,0.7193,0.1022,0.6583
Yo Yo Honey Singh,0.7511,0.8899,0.0511,0.6638
Badshah,0.8463,0.7566,0.0795,0.8349
Jubin Nautiyal,0.4657,0.3034,0.4981,0.1989
Yo Yo Honey Singh,0.825,0.7509,0.0721,0.7934
AP Dhillon,0.6804,0.5145,0.0554,0.2127
Badshah,0.9458,0.7782,0.0204,0.745
Jubin Nautiyal,0.4141,0.3412,0.5789,0.4832
A.R. Rahman,0.4873,0.5674,0.3803,0.6521
Arijit Singh,0.3683,0.336,0.8305,0.3337
Arijit Singh,0.3543,0.2864,0.7156,0.3469
A.R. Rahman,0.5211,0.5259,0.4575,0.5321
Nucleya,0.7623,0.9257,0.0233,0.553
AP Dhillon,0.5764,0.536,0.1217,0.1122
Yo Yo Honey Singh,0.8735,0.7689,0.0032,0.7997
Yo Yo Honey Singh,0.8041,0.7815,0.0084,0.6709
Nucleya,0.7166,0.9184,0.0379,0.6079
Badshah,0.8915,0.8176,0.0033,0.888
Badshah,0.9434,0.7997,0.0532,0.8316
Badshah,0.9347,0.8414,0.044,0.7626
Pritam,0.7997,0.8287,0.0649,0.5895
Nucleya,0.6947,0.9491,0.0237,0.6029
Shreya Ghoshal,0.4852,0.3694,0.9303,0.5377
Badshah,0.9219,0.8528,0.0844,0.8267
Shankar-Ehsaan-Loy,0.6822,0.7851,0.096,0.676
Yo Yo Honey Singh,0.7587,0.8923,0.0787,0.7354
Pritam,0.8739,0.7183,0.049,0.5692
Nucleya,0.6162,0.9609,0.0194,0.416
Yo Yo Honey Singh,0.856,0.8142,0.0332,0.7175
Yo Yo Honey Singh,0.8601,0.8004,0.0412,0.7041
Pritam,0.8193,0.857,0.0634,0.5822
A.R. Rahman,0.5858,0.6824,0.4074,0.6684
Nucleya,0.644,0.9365,0.0385,0.4272
Pritam,0.8244,0.7807,0.0429,0.6878
Yo Yo Honey Singh,0.727,0.8596,0.0535,0.617
Yo Yo Honey Singh,0.7526,0.7547,0.0,0.8204
Jubin Nautiyal,0.4032,0.3918,0.6564,0.4426
A.R. Rahman,0.547,0.6046,0.5279,0.4202
Badshah,0.8832,0.8965,0.0474,0.8249
Badshah,0.8919,0.7651,0.0729,0.765
A.R. Rahman,0.6833,0.7301,0.6375,0.5873
Pritam,0.751,0.7745,0.1188,0.5476
Pritam,0.7675,0.7849,0.0931,0.6591
AP Dhillon,0.6386,0.5595,0.1546,0.2908
A.R. Rahman,0.4554,0.4942,0.4985,0.6438
A.R. Rahman,0.694,0.5095,0.4979,0.5259
Pritam,0.9068,0.7263,0.0671,0.6291
Badshah,0.8525,0.8359,0.0557,0.8685
Badshah,0.8661,0.8519,0.0443,0.8554
Pritam,0.7543,0.8083,0.0603,0.5966
Nucleya,0.7784,0.8431,0.0358,0.4858
Pritam,0.6548,0.8821,0.0847,0.6279
Badshah,0.9236,0.8172,0.0441,0.822
Pritam,0.6408,0.8173,0.084,0.63
Badshah,0.8929,0.8065,0.071,0.8028
Yo Yo Honey Singh,0.7625,0.8169,0.0291,0.829
Pritam,0.7409,0.6812,0.0629,0.5175
Nucleya,0.7335,0.8755,0.0234,0.5796
Nucleya,0.6723,0.8996,0.0349,0.4321
Yo Yo Honey Singh,0.9072,0.7765,0.0432,0.7894
Nucleya,0.6015,0.9062,0.0304,0.3531
A.R. Rahman,0.6185,0.6418,0.3717,0.5735
A.R. Rahman,0.576,0.6311,0.4558,0.6979
Shankar-Ehsaan-Loy,0.6537,0.7736,0.0705,0.6927
Nucleya,0.6984,0.9108,0.0181,0.6555
Shreya Ghoshal,0.461,0.4993,0.8852,0.508
A.R. Rahman,0.6874,0.6003,0.5409,0.7073
Shreya Ghoshal,0.5321,0.4733,0.7808,0.6757
Shankar-Ehsaan-Loy,0.7304,0.7336,0.0864,0.715
Pritam,0.7972,0.7698,0.0809,0.7125
Yo Yo Honey Singh,0.7683,0.7952,0.0602,0.9317
Shankar-Ehsaan-Loy,0.5972,0.7784,0.1116,0.747
Shreya Ghoshal,0.5402,0.3557,0.7068,0.6073
Shankar-Ehsaan-Loy,0.7461,0.7292,0.1581,0.6745
Shreya Ghoshal,0.4333,0.4348,0.8299,0.6298
Shankar-Ehsaan-Loy,0.6585,0.8221,0.0562,0.4576
Yo Yo Honey Singh,0.8717,0.8142,0.0007,0.7476
A.R. Rahman,0.555,0.583,0.3838,0.6062
Nucleya,0.6337,0.9866,0.0262,0.556
Badshah,0.8426,0.9089,0.0447,0.7898
Shreya Ghoshal,0.5152,0.4481,0.8651,0.5569
Yo Yo Honey Singh,0.7422,0.8161,0.0127,0.6881
Arijit Singh,0.338,0.314,0.5713,0.2432
Shankar-Ehsaan-Loy,0.698,0.7081,0.1671,0.5462
Shreya Ghoshal,0.4129,0.4193,0.7249,0.5755
Pritam,0.7955,0.781,0.0758,0.5703
A.R. Rahman,0.4226,0.6216,0.307,0.5945
AP Dhillon,0.6223,0.4608,0.0,0.3937
Badshah,0.7964,0.8134,0.0419,0.8605
Yo Yo Honey Singh,0.8076,0.7854,0.0276,0.7739
Badshah,0.9091,0.7768,0.0849,0.9316
AP Dhillon,0.6875,0.5036,0.1315,0.3252
Badshah,0.8573,0.8412,0.0563,0.8806
Shankar-Ehsaan-Loy,0.6652,0.7052,0.1396,0.6648
Jubin Nautiyal,0.4177,0.4027,0.6906,0.3634
Jubin Nautiyal,0.3619,0.3035,0.6356,0.3122
A.R. Rahman,0.4473,0.5599,0.538,0.6413
AP Dhillon,0.6119,0.3178,0.1019,0.2455
Jubin Nautiyal,0.3986,0.3343,0.505,0.1955
A.R. Rahman,0.444,0.6257,0.6004,0.6015
Nucleya,0.7423,0.9506,0.0473,0.4625
Pritam,0.7272,0.7682,0.0518,0.6783
Shankar-Ehsaan-Loy,0.7535,0.6582,0.1652,0.6539
Yo Yo Honey Singh,0.8543,0.8019,0.0303,0.7052
A.R. Rahman,0.6101,0.5812,0.4631,0.4841
Nucleya,0.7018,0.8512,0.0264,0.402
A.R. Rahman,0.4951,0.5448,0.3867,0.5335
Yo Yo Honey Singh,0.7364,0.7423,0.0594,0.7439
AP Dhillon,0.5931,0.4503,0.1689,0.154
Badshah,0.8645,0.8474,0.0784,0.8709
A.R. Rahman,0.5468,0.5661,0.4144,0.6264
A.R. Rahman,0.5894,0.5296,0.619,0.5575
Arijit Singh,0.314,0.4599,0.8026,0.2472
AP Dhillon,0.5306,0.4633,0.0832,0.3005
Yo Yo Honey Singh,0.8354,0.8388,0.0722,0.8012
Badshah,0.8937,0.8702,0.0212,0.8198
Shreya Ghoshal,0.6124,0.4848,0.7732,0.6397
Shreya Ghoshal,0.5396,0.4763,0.7035,0.4966
Shankar-Ehsaan-Loy,0.6133,0.7622,0.0817,0.693
Shankar-Ehsaan-Loy,0.5776,0.7812,0.1748,0.7094
AP Dhillon,0.8246,0.6616,0.1109,0.2426
A.R. Rahman,0.5364,0.5395,0.5439,0.7324
Jubin Nautiyal,0.4869,0.3042,0.5867,0.3676
Arijit Singh,0.337,0.3269,0.7904,0.2396
Shankar-Ehsaan-Loy,0.6666,0.7124,0.1198,0.4802
Arijit Singh,0.3313,0.3972,0.8011,0.2226
Shankar-Ehsaan-Loy,0.5886,0.8132,0.1229,0.6307
Jubin Nautiyal,0.4937,0.2787,0.5893,0.351
Badshah,0.8455,0.8742,0.0668,0.895
Yo Yo Honey Singh,0.8022,0.8343,0.0,0.8473
Jubin Nautiyal,0.4042,0.2367,0.5742,0.3915
Jubin Nautiyal,0.4081,0.2638,0.6949,0.4707
Shreya Ghoshal,0.4765,0.3647,0.8969,0.5274
Yo Yo Honey Singh,0.8445,0.7696,0.036,0.804
Jubin Nautiyal,0.4768,0.3159,0.5847,0.4361
Shreya Ghoshal,0.433,0.4941,0.7906,0.5116
Badshah,0.8706,0.8384,0.0749,0.8247
Shankar-Ehsaan-Loy,0.563,0.7362,0.0901,0.7239
Shankar-Ehsaan-Loy,0.6208,0.7516,0.0981,0.5692
Badshah,0.8201,0.9049,0.0998,0.8396
A.R. Rahman,0.494,0.5949,0.559,0.5634
Shankar-Ehsaan-Loy,0.7012,0.6997,0.1027,0.5386
Pritam,0.7437,0.7862,0.1255,0.6267
Shreya Ghoshal,0.5,0.4561,0.7134,0.3893
Nucleya,0.7542,0.9098,0.0254,0.538
Arijit Singh,0.4433,0.3075,0.7511,0.3342
Nucleya,0.6529,0.8793,0.0218,0.397
Arijit Singh,0.338,0.3314,0.7432,0.3483
Shankar-Ehsaan-Loy,0.7204,0.7811,0.101,0.6588
Shankar-Ehsaan-Loy,0.6098,0.8355,0.0963,0.6179
Shreya Ghoshal,0.4883,0.488,0.8356,0.3442
Jubin Nautiyal,0.5157,0.3615,0.5083,0.5298
Arijit Singh,0.3494,0.2656,0.6554,0.1854
A.R. Rahman,0.5298,0.5373,0.5988,0.5315
Jubin Nautiyal,0.4094,0.3106,0.6,0.4234
A.R. Rahman,0.4692,0.4599,0.4288,0.6126
Shankar-Ehsaan-Loy,0.5816,0.6541,0.0748,0.7312
AP Dhillon,0.7327,0.3777,0.1417,0.2833
Jubin Nautiyal,0.3717,0.3188,0.4981,0.2739
Yo Yo Honey Singh,0.8027,0.8433,0.0305,0.8206
A.R. Rahman,0.4844,0.5466,0.4834,0.585
Yo Yo Honey Singh,0.8473,0.8537,0.0274,0.7021
Jubin Nautiyal,0.449,0.3996,0.6443,0.2901
Yo Yo Honey Singh,0.8473,0.8028,0.0484,0.692
Shankar-Ehsaan-Loy,0.6005,0.712,0.1076,0.7008
Pritam,0.8114,0.8051,0.0874,0.6055
Yo Yo Honey Singh,0.8393,0.7111,0.0543,0.706
Badshah,0.8072,0.8709,0.06,0.7428
Shreya Ghoshal,0.4921,0.4246,0.7865,0.5045
Nucleya,0.6943,0.8864,0.0322,0.4718
AP Dhillon,0.6157,0.5032,0.0748,0.3321
Nucleya,0.7435,0.9388,0.0301,0.4215
Jubin Nautiyal,0.3622,0.3086,0.6851,0.4595
AP Dhillon,0.7118,0.6148,0.2776,0.1714
Jubin Nautiyal,0.4183,0.3145,0.5955,0.3665
Arijit Singh,0.3677,0.3336,0.5312,0.2762
Badshah,0.953,0.8188,0.0791,0.8147
A.R. Rahman,0.5377,0.6535,0.4678,0.7037
Shreya Ghoshal,0.471,0.3628,0.8074,0.6637
A.R. Rahman,0.6141,0.556,0.4507,0.5492
Badshah,0.8154,0.8148,0.0412,0.7926
Nucleya,0.7359,0.9358,0.0269,0.4363
Yo Yo Honey Singh,0.8157,0.7821,0.0546,0.6641
Shankar-Ehsaan-Loy,0.635,0.7706,0.1139,0.6172
Shreya Ghoshal,0.5262,0.4443,0.8741,0.475
Badshah,0.8548,0.8851,0.0425,0.7797
Shankar-Ehsaan-Loy,0.7387,0.7365,0.1344,0.6856
Shankar-Ehsaan-Loy,0.57,0.7033,0.154,0.742
Badshah,0.8904,0.7703,0.0478,0.8984
Nucleya,0.7514,0.9467,0.0297,0.6091
Badshah,0.823,0.8355,0.0571,0.8117
Shankar-Ehsaan-Loy,0.6757,0.633,0.086,0.5247
Jubin Nautiyal,0.4141,0.4005,0.7409,0.3746
Arijit Singh,0.3408,0.3307,0.7769,0.1938
A.R. Rahman,0.5005,0.6684,0.592,0.6856
Shreya Ghoshal,0.5286,0.4503,0.8636,0.7432
Badshah,0.9071,0.8455,0.0139,0.8019
Badshah,0.9103,0.8562,0.0553,0.7753
Nucleya,0.6008,0.9104,0.0429,0.4954
Pritam,0.7077,0.7787,0.0613,0.6523
Arijit Singh,0.4145,0.3259,0.7357,0.2809
Pritam,0.8452,0.7246,0.1093,0.698
AP Dhillon,0.7044,0.4723,0.1734,0.2923
Shreya Ghoshal,0.5532,0.3948,0.6437,0.5639
Pritam,0.7508,0.779,0.0655,0.6769
A.R. Rahman,0.4989,0.6289,0.3565,0.6458
Jubin Nautiyal,0.4355,0.402,0.5327,0.5261
Arijit Singh,0.3462,0.3867,0.7922,0.3452
Jubin Nautiyal,0.4679,0.3338,0.6177,0.3356
A.R. Rahman,0.4995,0.6141,0.4163,0.5783
Jubin Nautiyal,0.4783,0.3913,0.573,0.3857
Pritam,0.7141,0.8666,0.0609,0.5971
Arijit Singh,0.3444,0.3564,0.7022,0.3853
AP Dhillon,0.5608,0.3819,0.0303,0.1551
Arijit Singh,0.369,0.3714,0.8235,0.2437
A.R. Rahman,0.6268,0.5499,0.3545,0.5838
